property_name,link,society,price,bedRoom,bathroom,balcony,additionalRoom,facing,description,furnishDetails,rating,property_id,area_type,area_sqft,area_sqm,floor,total_floors,floor_category,is_high_rise,construction_status,age_0_to_1,age_1_to_5,age_5_to_10,age_10_plus,expected_possession_date,sector_number,loc_gurgaon,loc_gurugram,loc_delhi,loc_dwarka,loc_manesar,has_hospital,has_bank,has_gurgaon,has_school,has_sector,has_station,has_clinic,has_international,has_park,has_airport,has_road,has_mall,has_atm,has_gandhi,has_indira,has_centre,has_metro,has_university,has_gurugram,has_dwarka,has_dr,has_expressway,has_golf,has_hdfc,has_railway,has_sohna,has_dental,has_public,has_course,has_delhi,has_institute,has_rd,has_manesar,has_india,has_trampoline,has_skyjumper,has_icici,has_petrol,has_inn,has_pump,has_care,has_hotel,has_huda,has_technology,has_dpg,has_mandir,has_business,has_imt,has_intl,has_state,has_maternity,has_water,has_security,has_lift,has_maintenance,has_facility,has_parking,has_fire_safety,has_storage,has_gym_fitness,has_club_house,has_feng_shui,has_swimming_pool,has_shopping,has_rain_harvesting,has_waste_disposal,has_internet,has_natural_light,has_water_treatment,has_drainage,has_large_rooms,has_piped_gas,has_high_ceiling,has_separate_servant_entry
3 BHK Flat in Sector 111 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-puri-diplomatic-greens-sector-111-gurgaon-1700-sq-ft-spid-R69578844,Puri Diplomatic Greens4.0 ★,225.0,3.0,3.0,2.0,,North-East,"Puri diplomatic greens is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 111 gurgaon is your opportunity to be a part of this community. This property faces the north-East direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1700 sq.Ft. The residential building has 21 floors in total and the flat for sale is located on the 12th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The well built vitrified flooring enhances the aesthetic appeal of this flat. All the modern amenities such as swimming pool, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking and water softening plant will make life easier for you. The housing society ensures a continuous supply of water to your flat from municipal corporation.",[],"['Green Area5 out of 5', 'Construction5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity3 out of 5']",R69578844,Super Built up area ,1700.0,157.94,12.0,21.0,mid,1,ready,0,1,0,0,,111.0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
3 BHK Flat in Sector 109 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-tourmaline-sector-109-gurgaon-2150-sq-ft-spid-L69512094,ATS Tourmaline3.9 ★,175.0,3.0,4.0,3.0,Servant Room,North-East,"This lovely 3 bhk apartment/flat in sector 109 gurgaon is available for sale in one of gurgaon's most popular projects, ats tourmaline. This residential flat is north-East-Facing direction. The flat is over 2150 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and more than 3 balconies. The residential building has 27 floors in total and the flat for sale is located on the 9th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an alluring look. Many of the modern amenities being offered, like swimming pool, grocery shop, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking and water softening plant, will provide a pleasant living experience for you. The residential project is well equipped to meet all your water needs through access to municipal corporation supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",[],"['Green Area4.5 out of 5', 'Construction4.5 out of 5', 'Management5 out of 5', 'Amenities4.5 out of 5', 'Connectivity4.5 out of 5']",L69512094,Super Built up area ,2150.0,199.74,9.0,27.0,mid,1,ready,0,1,0,0,,109.0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
2 BHK Flat in Sector 108 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-experion-the-heartsong-sector-108-gurgaon-1283-sq-ft-spid-J69548476,Experion The Heartsong3.9 ★,93.0,2.0,3.0,3.0,,East,"Check out this 2 bhk apartment for sale in experion the heartsong, a popular residential project that houses in-Demand flats in sector 108 gurgaon. The flat is east-Facing. The flat is over 1283 sq.Ft. Super built up area and comes with 2 bedroom(s), 3 bathrooms and 3 balconies. The residential building has 14 floors in total and the flat for sale is located on the 10th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The well built vitrified flooring enhances the aesthetic appeal of this flat. All the modern amenities such as swimming pool, grocery shop, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), maintenance staff, visitor parking and water softening plant will make life easier for you. The society provides continuous water supply from municipal corporation.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",[],"['Green Area5 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",J69548476,Super Built up area ,1283.0,119.19,10.0,14.0,high,0,ready,0,1,0,0,,108.0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1
3 BHK Flat in Sector 112 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-3763-sq-ft-spid-B70095602,Experion Windchants3.8 ★,475.0,3.0,5.0,3.0,Servant Room,West,"Experionwindchantsprice
Experionwindchantsvillas
Experiondwarkaexpresswayexperionwindchantspricetrendexperionwindchantsvideo
Experionwindchantsduplexvillament
Experion windchants
Sector 112, dwarka expressway, gurgaon5bhk duplex villament
Ready to move in
Sale price 6.95 cr*
Fill the form below, to get a call
Your name
E-Mail address
Mobile no.
Your message
Overview
Floor plans
Amenities
Gallery
Location map
Contact us
Overview
Experionwindchantsfloorplan
Experion windchants
Experion windchants experion is a 100% fdi funded real estate developer backed by experion holdings pte. Ltd., singapore, the real estate investing arm of the $6.95 billion at holdings group of companies. Other businesses of at holdings include construction, oil & gas, renewable energy, and asset management. At experion, we believe that good experiences foster enduring relationships. We offer transparency in the transaction, thought-Leadership in action, customer insight in our developments and thus, transform every relationship into positive, engaging and memorable experiences that people would love to come back to.One of asias largest residential sky-Walk at the 7th level (1.4kms to-And-Fro)
Resort like living environment
Acres of manicured landscape
Bio-Diversity pond
Adjacent to delhi green zone
Lowest population density project
Sandwiched walls for energy conservation
Double-Height stilts for an unobstructed view of the landscape
Sculpture garden
Rain water harvesting pits and sewage treatment plant
Solar lighting and fire fighting system
Nursery school within the premises
Provision stores
L&t construction appointed for turn-Key delivery
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.","['1 Water Purifier', '5 Geyser', '1 Chimney', '1 Modular Kitchen', '5 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine']","['Green Area5 out of 5', 'Construction5 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity3 out of 5']",B70095602,Super Built up area ,3763.0,349.59,4.0,28.0,low,1,ready,0,1,0,0,,112.0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3 BHK Flat in Sector 79 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-altura-sector-79-gurgaon-2150-sq-ft-spid-Y68282394,Bestech Altura,172.0,3.0,4.0,3.0,Servant Room,North-East,"Located in the popular residential address of sector 79 gurgaon, bestech altura is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This property faces the north-East direction. Constructed on a super built up area of 2150 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and more than 3 balconies. The residential building has 20 floors in total and the flat for sale is located on the 5th floor. This 1-5 years old property is available for immediate possession as the project is ready to move. The beautifully designed marble flooring enhances the beauty of the flat. Proximity to landmarks like close to school makes this an ideal property for families. The society is well equipped with many modern amenities, including swimming pool, grocery shop, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking and water softening plant. The housing society ensures a continuous supply of water to your flat from municipal corporation and borewell/tank.","['4 Geyser', '5 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Environment4 out of 5', 'Lifestyle3 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",Y68282394,Super Built up area ,2150.0,199.74,5.0,20.0,low,1,ready,0,1,0,0,,79.0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
4 BHK Flat in Sector 72 Gurgaon,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tata-primanti-sector-72-gurgaon-4250-sq-ft-spid-R70100752,Tata Primanti4.1 ★,675.0,4.0,4.0,3.0,Servant Room,North-East,"This lovely 4 bhk apartment/flat in sector 72 gurgaon is available for sale in one of gurgaon's most popular projects, tata primanti. The floor plan additionally contains 4 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 4250 sq.Ft. This flat lies on the ground level of a 3 storey building. This 0-1 year old property is available for immediate possession as the project is ready to move.","['3 Wardrobe', '1 Water Purifier', '6 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '18 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Green Area4 out of 5', 'Construction4 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",R70100752,Super Built up area ,4250.0,394.84,,3.0,unknown,0,ready,1,0,0,0,,72.0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
2 BHK Flat in Sector 62 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-emaar-digihomes-sector-62-gurgaon-1200-sq-ft-spid-R69847680,Emaar Digihomes,245.00000000000003,2.0,2.0,2.0,Study Room,North-East,"Emaar digihomes is one of gurgaon's most sought after destination for apartments and this 2 bhk flat in sector 62 gurgaon is your opportunity to be a part of this community. Constructed on a super built up area of 150826 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. This flat is situated on the 7th floor of this 32 floors tall residential building. This residential property is still under construction and will be available for possession within 3 months.","['1 Water Purifier', '2 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '3 Light', '4 AC', '2 TV', '1 Modular Kitchen', '3 Chimney', '1 Curtains', '2 Wardrobe', '1 Sofa', '1 Washing Machine', 'No Bed', 'No Microwave']","['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",R69847680,Built Up area,1200.0,111.48,7.0,32.0,low,1,ready,1,0,0,0,,62.0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
4 BHK Flat in Sector 85 Gurgaon,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ss-the-leaf-sector-85-gurgaon-2812-sq-ft-r3-spid-H66299578,SS The Leaf3.8 ★,220.00000000000003,4.0,5.0,3.0,,East,"Ss the leaf is offering a 4bhk apartment in sector 85 gurgaon at a price range of 2.20 cr with an area of 2812 sq. Ft. A ready to move 4 bedroom apartment, located in sector-85, gurgaon, is available. It is a semi-Furnished apartment, situated in a prominent locality. The apartment is on the 12th floor of the building. Aesthetically designed with vitrified flooring, this property has 4 bedrooms, 4 balcony, and 5 toilets. The flat faces the north direction and has a good view of the locality.
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Green Area4.5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity4.5 out of 5']",H66299578,Super Built up area ,2812.0,261.24,4.0,26.0,low,1,ready,0,1,0,0,,85.0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
4 BHK Flat in Sector 72 Gurgaon,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tata-primanti-sector-72-gurgaon-3355-sq-ft-spid-A69925374,Tata Primanti4.1 ★,525.0,4.0,4.0,3.0,Servant Room,North-East,"This lovely 4 bhk apartment/flat in sector 72 gurgaon is available for sale in one of gurgaon's most popular projects, tata primanti. This property faces the north-East direction. The floor plan additionally contains 4 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 3355 sq.Ft. This flat is situated on the 30th floor of this 40 floors tall residential building. This 0-1 year old property is available for immediate possession as the project is ready to move. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring look. All the modern amenities such as swimming pool, grocery shop, shopping centre, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant and security personnel will make life easier for you. The housing society ensures a continuous supply of water to your flat from municipal corporation and borewell/tank.","['4 Wardrobe', '1 Water Purifier', '5 Fan', '1 Exhaust Fan', '6 Geyser', '1 Stove', '6 Light', '1 Modular Kitchen', '6 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Green Area4 out of 5', 'Construction4 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",A69925374,Super Built up area ,3355.0,311.69,30.0,40.0,high,1,ready,1,0,0,0,,72.0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
4 BHK Flat in Sector 72 Gurgaon,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tata-primanti-sector-72-gurgaon-4400-sq-ft-spid-V69925314,Tata Primanti4.1 ★,500.0,4.0,4.0,3.0,"Study Room,Servant Room,Store Room",North-East,"This beautiful 4 bhk flat in sector 72 gurgaon is situated in tata primanti, one of the popular residential society in gurgaon. The flat is facing the north-East direction. Containing 4 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 4400 sq.Ft. The residential building has 40 floors in total and the flat for sale is located on the 2nd floor. This 0-1 year old property is available for immediate possession as the project is ready to move. The well built marble flooring enhances the aesthetic appeal of this flat. Tata primanti is designed very well to provide modern facilities such as swimming pool, grocery shop, shopping centre, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, water softening plant and security personnel. The residential project is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply.","['4 Wardrobe', '1 Water Purifier', '12 Fan', '1 Exhaust Fan', '6 Geyser', '1 Stove', '9 Light', '1 Chimney', '1 Modular Kitchen', '7 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Green Area4 out of 5', 'Construction4 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",V69925314,Super Built up area ,4400.0,408.77,2.0,40.0,low,1,ready,1,0,0,0,,72.0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
4 BHK Flat in Sector 72 Gurgaon,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tata-primanti-sector-72-gurgaon-4500-sq-ft-spid-X69887156,Tata Primanti4.1 ★,500.0,4.0,4.0,3.0,"Pooja Room,Study Room,Servant Room,Others",North-East,"Check out this 4 bhk apartment for sale in tata primanti, a popular residential project that houses in-Demand flats in sector 72 gurgaon. The flat is facing the north-East direction. The flat is over 4500 sq.Ft. Built up area and comes with 4 bedroom(s), 4 bathrooms and more than 3 balconies. This flat is situated on the 2nd floor of this 4 floors tall residential building. As the project is already ready to move, so you can easily move into this 5-10 years old property. The marble flooring of this flat is beautifully designed and helps to give it a pleasing look. This flat is located near close to hospital. The society is well equipped with many modern amenities, including maintenance staff, visitor parking, park, lift(s), water softening plant, shopping centre, fitness centre / gym, swimming pool, club house / community center and security personnel. The society provides continuous water supply from municipal corporation and borewell/tank.","['4 Wardrobe', '6 Fan', '7 Geyser', '1 Stove', '11 Light', '1 Modular Kitchen', '6 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Green Area4 out of 5', 'Construction4 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",X69887156,Built Up area,4500.0,418.06,2.0,4.0,mid,0,ready,0,0,1,0,,72.0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3 BHK Flat in Sector 113 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-la-vida-by-tata-housing-sector-113-gurgaon-2217-sq-ft-spid-B69810550,La Vida by Tata Housing,270.0,3.0,4.0,3.0,Servant Room,North-West,"Located in the popular residential address of sector 113 gurgaon , la vida by tata housing is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. Constructed on a built up area of 2217 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and more than 3 balconies. This flat lies on the 4th level of a 25 storey building. This residential property is still under construction and will be available for possession within 6 months.","['1 Exhaust Fan', '4 Geyser', '1 Stove', '6 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,B69810550,Built Up area,2217.0,205.97,4.0,25.0,low,1,ready,0,1,0,0,,113.0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4 BHK Flat in Sector 48 Gurgaon,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-city-sector-48-gurgaon-2567-sq-ft-spid-Z69696264,Bestech Park View City4.1 ★,265.0,4.0,4.0,3.0,"Study Room,Servant Room",North-East,"This lovely 4 bhk apartment/flat in sector 48 gurgaon is available for sale in one of gurgaon's most popular projects, bestech park view city. The flat is facing the north-East direction. Containing 4 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2567 sq.Ft. The residential building has 14 floors in total and the flat for sale is located on the 11th floor. As the project is already ready to move, so you can easily move into this 5-10 years old property. The flat comes well built with marble flooring options. Many of the modern amenities being offered, like swimming pool, security personnel, maintenance staff, club house / community center, fitness centre / gym, park, lift(s), visitor parking, water softening plant and shopping centre, will provide a pleasant living experience for you. The society provides continuous water supply from municipal corporation and borewell/tank.","['4 Wardrobe', '1 Water Purifier', '8 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '11 Light', '1 Chimney', '6 AC', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Green Area5 out of 5', 'Construction4 out of 5', 'Management4.5 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",Z69696264,Super Built up area ,2567.0,238.48,11.0,14.0,high,0,ready,0,0,1,0,,48.0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
2 BHK Flat in Sector 22 Gurgaon,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ambience-creacions-sector-22-gurgaon-1380-sq-ft-spid-X70126650,Ambience Creacions,165.0,2.0,2.0,2.0,"Pooja Room,Others",East,"Situated in sector 22 gurgaon, ambience creacions is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in gurgaon is your opportunity to be a part of this community. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1380 sq.Ft. The property is located on the 9th floor of a 20 floors tall building. This 1-5 years old property is available for immediate possession as the project is ready to move.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['4 Fan', '1 Fridge', '1 Exhaust Fan', '3 Geyser', '1 Stove', '17 Light', '1 Chimney', '4 AC', '1 Modular Kitchen', '2 Wardrobe', '1 Microwave', '1 Washing Machine', 'No Bed', 'No Curtains', 'No Dining Table', 'No Sofa', 'No TV', 'No Water Purifier']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",X70126650,Super Built up area ,1380.0,128.21,9.0,20.0,mid,1,ready,0,1,0,0,,22.0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
3 BHK Flat in Sector 22 Gurgaon,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ambience-creacions-sector-22-gurgaon-1860-sq-ft-spid-H70126464,Ambience Creacions,254.99999999999997,3.0,3.0,3.0,Others,North-East,"This 3 bhk flat is located in ambience creacions, which houses some of the most spacious flats in sector 22 gurgaon. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1860 sq.Ft. The property is located on the 8th floor of a 20 floors tall building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['3 Wardrobe', '5 Fan', '1 Fridge', '1 Exhaust Fan', '4 Geyser', '1 Washing Machine', '16 Light', '1 Chimney', '5 AC', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Sofa', 'No Stove', 'No TV', 'No Water Purifier']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",H70126464,Super Built up area ,1860.0,172.8,8.0,20.0,mid,1,ready,0,1,0,0,,22.0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
